"id","song","artist","tonality","capo","chords"
1726363,Chamber Of Reflection,Mac DeMarco,"",0,"Am7,Bm7,Cmaj7,Em,Em7,Am7,Bm7,Cmaj7,Am7,Bm7,Em,Em7,Am7,Bm7,Cmaj7,Am7,Bm7,Em,Em7,Am7,Bm7,Cmaj7,Am7,Bm7,Em,Em7,Am7,Bm7,Em,Em7,Am7,Bm7,Em,Em7,Am7,Bm7,Cmaj7,Am7,Bm7,Em,Em7,Am7,Bm7,Cmaj7,Am7,Bm7,Em,Em7,Am7,Bm7,Cmaj7,Am7,Bm7,Em,Em7,Am7,Bm7,Em,Em7,Am7,Bm7,Em,Em7,Am7,Bm7,Cmaj7,Am7,Bm7,Em,Em7"
1726934,Here Comes The Sun,The Beatles,A,7,"D,D,G,A7,D,D,G,A7,D,G,E7,D,D,G,A7,D,G,A7,D,G,E7,D,D,G,A7,D,G,A7,D,G,E7,D,F,C,G,D,A7,A7,A7sus4,A7,D,G,A7,D,G,A7,D,G,E7,D,D,G,E7,D,D"
1727285,Tokyo Ghoul - Unravel,Misc Cartoons,"",3,"Em,C,D,Em,D,C,Em,Em,C,D,G,Em,C,D,G,Em,Em,Bm,Am,G,Bm,C,D,Em,Bm,C,D,Em,G,C,D,Em,Bm,C,D,C,Em,D,Em,C,Em,D,Em,C,G,Em,D,Bm,C,Em,D,Bm,C,D,Em,Bm,C,D,Em,G,C,G,D,Em,G,D,C,D,Em,Bm,Em,C,G,Am,G,C,D,Em,C,D,Em,Bm,C,D,Em,Bm,C,D,Em,Bm,C,D,C,D,Em,Bm,C,D,Em,D,C,D,Em,Bm,C,D,C,Em,D,Em,C,Em,D,Em,C,Em,D,Em"
1727300,She Got The Best Of Me,Luke Combs,E,4,"C,G,Em7,D,C,G,Em7,D,C,G,Em7,D,C,G,C,G,D,C,G,Em7,D,C,G,Em7,D,C,G,Em7,D,C,D,C,G,Em7,D,C,G,Em7,D,C,G,Em7,D,C,G,C,G,D,C,G,Em7,D,C,G,Em7,D,C,G,Em7,D,C,D,Em7,C,Em7,D,C,G,Em7,D,C,Em7,C,G,Em7,D,C,D,C,G,Em7,D,C,G,Em7,D,C,G,Em7,D,C"
1727568,Tear In My Heart,twenty one pilots,"",0,"A7,A,Bm,D,F#m,G,D,D,D,D,F#m,F#m,G,G,D,F#m,G,D,F#m,G,A7,G,A,Bm,A,D,A,D,F#m,G,D,F#m,G,D,F#m,G,A7,G,A,Bm,A,D,A,G,Bm,A,D,A,D,D,D,D,D,D,D,D,D,D,D,D,D,D,F#m,G,D,F#m,G,D,F#m,G,G,A,Bm,A,D,A,G,A,Bm,A,D,A,G,Bm,A,D,A,G,G,A,Bm,A,D,A,G"
1727693,See You Again,Wiz Khalifa,Em,3,"Em7,G,C,G,Em,G,C,G,Em,G,C,G,Em,G,C,G,Em,G,C,G,C,G,Em,G,C,G,Em,G,C,G,Em,G,C,G,Em,G,C,G,Em,G,C,G,Em,G,C,G,Em,G,C,G,Em,G,C,G,Em,G,C,G,Em,G,C,G,C,G,Em,G,C,G,Em,G,C,G,Em,G,C,G,Em,G,C,G,Em,G,C,G,Em,G,C,G,Em,G,C,G,Em,G,C,G,C,G,D,C,G,D,C,G,G,Em,C,G,D,C,D,G,Em,G,C,G,Em,G,C,G,Em,G,C,G,Em,G,C,G,C,G,Em,G,C,G,Em,G,C,G,Em,G,C,G,Em,G,C,G,Em,G,C,G,Em7,G,Cadd9,G"
1727706,Exs And Ohs,Elle King,"",0,"A,B,B7,C,D,Em,G,Em,Em,Em,B7,Em,Em,Em,B7,Em,G,D,Em,B,G,D,Am,C,Em,Em,Em,B7,Em,Em,Em,B7,Em,G,D,Em,B,G,D,Am,C,G,D,Em,B,G,D,Am,C,Em,Em,B7,Em,G,D,Em,B,G,D,Am,C,G,D,Em,B,G,D,Am,C,Em"
1728499,Lean On,Major Lazer,"",0,"Gm,F,C,Cm,Gm,F,C,Cm,Gm,F,C,Cm,Gm,F,C,Cm,Gm,F,C,Cm,Gm,F,C,Cm,Gm,F,C,Cm,Gm,F,C,Cm,Gm,F,C,Cm,Gm,F,C,Cm,Gm,F,C,Cm,Gm,F,C,Cm,Gm,F,C,Cm,Gm,F,C,Cm,Gm,F,C,Cm,Gm,F,C,Cm,Gm,F,C,Cm,Gm,F,Gm,F,Gm,F,C,Cm,Gm,F,C,Cm,Gm,F,C,Cm,Gm,F,C,Cm,Gm,F,C,Cm"
1728553,Jaga Selalu Hatimu,Seventeen (Indonesia),Bm,0,"Bm,E,A,F#,Bm,E,A,Bm,E,A,F#,Bm,E,A,Bm,E,A,F#,Bm,E,A,D,A,D,Bm,E,A,D,A,D,Bm,E,D,C#m,Bm,A,D,C#m,Bm,A,Bm,E,A,F#,Bm,E,A,Bm,E,A,F#,Bm,E,A,C,Bm,A,C,Bm,E,D,C#m,Bm,A,D,C#m,Bm,A,Bm,E,A,F#,Bm,E,A,Bm,E,A,F#,Bm,E,A,Bm,E,A,F#,Bm,E,A,Bm,E,A,F#,Bm,E,A,Bm,E,A,F#,Bm,E,A,Bm,E,A,F#,Bm,E,A"
1729327,Landslide,Fleetwood Mac,"",3,"C,Am7,D/F#,G,G/F#,Em7,B,B,G,G,D,D,A,A,E,E,C,Am7,C,Am7,C,Am7,C,Am7,C,Am7,C,Am7,C,Am7,C,Am7,C,Am7,C,Am7,D/F#,G,G/F#,Em7,C,Am7,D/F#,G,G/F#,Em7,C,Am7,C,Am7,C,Am7,D/F#,G,G/F#,Em7,C,Am7,D/F#,G,G/F#,Em7,C,Am7,C,Am7,C,Am7,C,Am7,C,Am7,C,Am7,C,Am7,C,Am7,C,Am7"
1729609,Imagination,Shawn Mendes,Am,0,"Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,C,G,F,G,C,G,F,G,F,Fm,Gm,Ab,Bb,Am,F,C,G,Am,F,C,G,Am,Am,F,C,G,Am,F,C,G,C,G,F,G,C,G,F,G,F,Fm,Am,F,Am,F,C,G,F,G,C,G,F,G,C,G,F,G,F,Fm,Am,F,C,G,C"
1730348,Marvin Gaye,Charlie Puth,E,0,"E,C#m,A,B,E,E,E,C#m,A,B,E,G#,G#,C#m,F#,F#m,B,E,C#m,A,B,E,B,E,C#m,A,B,E,B,E,E,C#m,A,B,E,E,G#,G#,C#m,F#,F#m,B,E,C#m,A,B,E,E,C#m,A,B,E,B,E,C#m,A,B,E"
1731657,Untuk Perempuan Yang Sedang Dalam Pelukan,Payung Teduh,A,0,"A,D,Bm,E,A,D,Bm,E,A,D,Bm,E,A,D,Bm,E,A,D,Bm,E,A,D,Bm,E,A,D,Bm,E,A,D,Bm,E,A,D,Bm,E,C#m,F#m,C#m,F#m,C#m,F#m,C#m,F#m,Bm,Dm,E,F#m,Bm,D,E,F#m,E,Bm,E,A,D,Bm,E,A,D,Bm,E,A,D,Bm,E,C#m,F#m,C#m,F#m,C#m,F#m,C#m,F#m,Bm,Dm,E,C#m,F#m,C#m,F#m,C#m,F#m,C#m,F#m,Bm,Dm,E,A,D,Bm,E,A,D,Bm,E,A"
1731803,Flashlight,Jessie J,C,5,"C,C,G,C,C,F,C,C,G,C,F,C,G,Am,F,C,G,G,Am,Am,F,C,G,Am,F,C,G,C,F,C,G,Am,F,C,G,G,Am,Am,F,C,G,Am,F,C,G,Am,F,C,G,G,Am,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C"
1731835,Flashlight,Jessie J,"",0,"Bb,C,Dm,F,Bb,C,F,Bb,Bb,C,F,Bb,Dm,C,F,Bb,F,C,Dm,Bb,F,C,Dm,Bb,F,C,Dm,Bb,Bb,C,F,Bb,F,C,Dm,Bb,F,C,Dm,Bb,F,C,Dm,Bb,Dm,C,Bb,F,C,Dm,Bb,F,C,Dm,Bb,F,C,Dm,Bb"
1731876,Renegades,X Ambassadors,Bm,0,"A,Bm,D,G,Bm,D,A,G,Bm,D,A,G,Bm,D,A,G,Bm,D,A,G,Bm,D,A,G,Bm,D,A,G,Bm,D,A,G,Bm,D,A,G,Bm,D,A,G,Bm,D,A,G,Bm,D,A,G,Bm,D,A,G,Bm,D,A,G,Bm,D,A,G,Bm,D,A,G,Bm,D,A,G,Bm,D,A,G,Bm,D,A,G,Bm,D,A,G,Bm,D,A,G,Bm,D,A,G,Bm,D,A,G,Bm,D,A,G,Bm,D,A,G,Bm,D,A,G,Bm,D,A,G,Bm,D,A,G"
1732787,Fire Away,Chris Stapleton,"",2,"G,Dsus4,Em7,Cadd9,G,Dsus4,Cadd9,G,Dsus4,Em7,Cadd9,G,Dsus4,Cadd9,G,Dsus4,Em7,Cadd9,G,Dsus4,Cadd9,Am,Em,Em7,Am,C,D,Em7,Dsus4/F#,G,Cadd9,Dsus4,Em7,Dsus4/F#,G,Cadd9,Dsus4,Cadd9,G,Dsus4,Em7,Cadd9,G,Dsus4,Cadd9,G,Dsus4,Em7,Cadd9,G,Dsus4,Cadd9,G,Dsus4,Em7,Cadd9,G,Dsus4,Cadd9,Am,Em,Em7,Am,C,D,Em7,Dsus4/F#,G,Cadd9,Dsus4,Em7,Dsus4/F#,G,Cadd9,Dsus4,Cadd9,G,Dsus4,Em7,Cadd9,G,Dsus4,Cadd9,Em7,Dsus4/F#,G,Cadd9,Dsus4,Em7,Dsus4/F#,G,Cadd9,Dsus4,Cadd9,G,Dsus4,Em7,Cadd9,G,Dsus4,Em7,Cadd9,G,Dsus4,Em7,Cadd9,G,Dsus4,Cadd9,G"
1733581,Stressed Out,twenty one pilots,Am,0,"Am,C,Dm,E,Em,F,G,F,Dm,Am,Am,F,Dm,Am,F,Dm,Am,F,Dm,Am,F,Dm,Am,F,Dm,Am,F,Em,Am,Em,Am,G,C,E,Am,G,C,E,Am,G,C,E,F,Dm,Am,F,Dm,Am,Am,F,Dm,Am,F,Dm,Am,F,Dm,Am,F,Dm,Am,F,Dm,Am,F,Dm,Am,F,Em,Am,Em,Am,G,C,E,Am,G,C,E,Am,G,C,E,Am,G,C,E,Am,G,C,E,Am,G,C,E,Am,G,C,E,F,Em,Am,Em,Am,G,C,E,Am,G,C,E,Am,G,C,E,F,Dm,Am,F,Dm,Am,F,Dm,Am,F,Dm,Am"
1733648,Atlantis,Seafret,G#m,4,"C,D,Em,C,Em,D,C,D,Em,C,Em,D,C,D,Em,C,Em,D,Am,C,Em,D,Am,C,G,D,C,Em,D,C,Em,D,C,D,Em,C,Em,D,C,D,Em,C,Em,D,C,D,Em,C,Em,D,Am,C,Em,D,Am,C,G,D,C,Em,D,C,Em,D,C,Em,C,Em,D,C,Em,C,Em,D,C,Em,D,C,Em,D,C,Em,C,Em,D,C,E,F#,G#m,E,G#m,F#,E,F#,G#m,E,G#m,F#,E,F#,G#m,E,G#m,F#,C#m,E,G#m,F#,C#m,E,B,F#,E,G#m,F#,E,G#m,F#,E,F#,G#m,E,G#m,F#,E,F#,G#m,E,G#m,F#,E,F#,G#m,E,G#m,F#,C#m,E,G#m,F#,C#m,E,B,F#,E,G#m,F#,E,G#m,F#,E,G#m,E,G#m,F#,E,G#m,E,G#m,F#,E,G#m,F#,E,G#m,F#,E,G#m,E,G#m,F#,E"
1733940,Harusnya Aku,Armada,C,0,"C,F,Dm,G,C,C,F,Dm,G,C,C,F,Dm,G,C,F,G,Em,Am,Dm,G,C,F,G,Em,Am,Dm,G,C,C,F,Dm,G,C,F,G,Em,Am,Dm,G,C,F,G,Em,Am,Dm,G,C,Am,F,C,F,G,F,G,Em,Am,Dm,G,C,F,G,Em,Am,Dm,G,C,C,F,C"
1734150,Stressed Out,twenty one pilots,"",0,"F,Dm,Am,Am,F,Dm,Am,Am,F,Dm,Am,Am,F,Dm,Am,Am,F,Dm,Am,Am,F,Dm,Am,Am,F,Dm,Am,Am,F,Am,Em,Am,G,C,E,Am,G,C,E,Am,G,C,E,F,Dm,Am,Am,F,Dm,Am,Am,Am,G,Dm,C,Am,G,Dm,C,Am,G,Dm,C,F,Dm,Am,Am,F,Dm,Am,Am,F,Dm,Am,Am,F,Am,Em,Am,G,C,E,Am,G,C,E,Am,G,C,E,Am,G,C,E,Am,G,C,E,F,Am,Em,Am,G,C,E,Am,G,C,E,Am,G,C,E,F,Dm,Am,Am,F,Dm,Am,Am,F,Dm,Am,Am,F,Dm,Am,Am"
1734336,With A Smile,Eraserheads,"",0,"G,Am,Bm,Am,D,G,Am,Bm,Am,D,Bb,Bb,Bb,Bb,D,G,Am,Bm,Am,D,G,Am,Bm,Am,D,Bb,Bb,Bb,Bb,D,G,Am,Bm,Am,D,G,Am,Bm,Am,D,Bb,Bb,Bb,Bb,D,G,Am,Bm,Am,D,G,Am,Bm,Am,D,G,Am,Bm,Am,D,G,Am,Bm,Am,D"
1734626,Spoliarium,Eraserheads,"",0,"Am,Dm,G,E,Am,Dm,G,E,F,C,F,C,F,C,F,E,A,C#m,Bm,Dm,A,C#m,Bm,Dm,Am,Dm,G,E,Am,Dm,G,E,F,C,F,C,F,C,F,E,A,C#m,Bm,Dm,A,C#m,Bm,Dm,F,G,A,A,F,G,E,E,Am,Dm,G,E,Am,Dm,G,E,F,Dm,Am,G,F,C,F,C,F,C,F,E,A,C#m,Bm,Dm,A,C#m,Bm,Dm"
1735075,Aashiqui 2 - Chahun Main Ya Naa,Misc Soundtrack,"",0,"Am,G,F,G,Am,G,F,G,Am,G,F,G,Am,G,F,G,Am,G,F,G,E,Am,G,F,G,E,Am,G,F,G,Am,G,F,G,Am,F,G,C,Am,F,G,C,F,C,G,Am,G,F,G,Am,G,F,G,Am,Dm,F,G,Am,Bb,F,G,C,Am,F,G,Em,C,Csus4,C,C,Em,Em,F,G,C,C,Csus4,C,C,Em,Em,F,G,C,Am,G,G,F,F,G,E,Am,G,F,G,E,Am,G,F,G,Am,G,F,G,Am,F,G,Am,G,F,G,Am,G,F,G"
1735270,It Is Well With My Soul,Misc Praise Songs,"",0,"G,G,Em,C,D,G,Em,A,D,G,C,A,D,G,C,D,G,G,D,C,G,G,D,C,G,G,C,G,D,G,G,Em,C,D,G,Em,A,D,G,C,A,D,G,C,D,G,G,Em,C,D,G,Em,A,D,G,C,A,D,G,C,D,G,G,Em,C,D,G,Em,A,D,G,C,A,D,G,C,D,G"
1736325,Kasih Putih,Glenn Fredly,D,0,"D,A,G,G,G,Bm,C,C,D,G,Bm,C,C,D,Em,Bm,Am,C,D,G,Bm,C,F#m,Bm,Em,D,C,D,G,Bm,C,F#m,Bm,Em,D,C,Bm,Am,D,G,G,Bm,C,C,D,G,Bm,C,C,D,Em,Bm,Am,C,D,G,Bm,C,F#m,Bm,Em,D,C,D,G,Bm,C,F#m,Bm,Em,D,C,Bm,Am,D,Bm,Bm,Em,C,G,Bm,Em,F,A#,Dm,D#,Am,Dm,Gm,F,D#,F,A#,Dm,D#,Am,Dm,Gm,F,D#,F,A,C#m,D,G#m,C#m,F#m,E,D,E,A,C#m,D,G#m,C#m,F#m,E,D,C#m,Bm,E,A,B,A,A,C#m,D,G#m,C#m,F#m,E,D,E,A,C#m,D,G#m,C#m,F#m,E,D,C#m,Bm,E,A,A,C#m,D,A"
1736427,Ride,twenty one pilots,"",0,"B,C#,D#m,F#,G#m,F#,G#m,D#m,B,F#,G#m,D#m,B,F#,G#m,D#m,B,F#,G#m,D#m,B,F#,G#m,D#m,B,F#,G#m,D#m,B,F#,G#m,D#m,B,F#,G#m,D#m,B,F#,G#m,D#m,B,F#,G#m,D#m,B,F#,G#m,D#m,B,F#,G#m,D#m,B,F#,G#m,D#m,B,F#,G#m,D#m,B,F#,G#m,D#m,B,F#,G#m,D#m,B,F#,G#m,D#m,B,F#,D#m,C#,D#m,G#m,D#m,C#,F#,D#m,C#,D#m,G#m,D#m,C#,C#,F#,G#m,D#m,B,F#,G#m,D#m,B,F#,G#m,D#m,B,F#,G#m,D#m,B,F#,G#m,D#m,B,F#,G#m,D#m,B,C#,D#m,C,C#,D#m,C,C#,D#m,C#,C#,D#m,C,C#,D#m,C#,C#,D#m,C#,D#m,C#"
1736570,The Judge,twenty one pilots,"",0,"Am,Am,F,C,C,Dm,Am,Am,F,C,C,Am,F,C,Dm,Am,F,C,Am,F,C,Dm,Am,F,C,Am,F,C,Dm,Am,F,C,Em,B,Dm,G,F,C,G,Am,F,C,G,Am,F,G,C,Am,F,Am,F,C,Dm,Am,F,C,Am,F,C,Dm,Am,F,C,Dm,Am,F,C,Dm,Am,F,C,Em,B,Dm,G,F,C,G,Am,F,C,G,Am,F,G,C,Am,F,Am,F,C,Dm,Am,F,C,Dm,Am,F,C,Dm,Am,F,C,Dm,Am,F,C,G,Am,F,C,G,Am,F,G,C,Am,F,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,C"
1737308,Hamari Adhuri Kahani Title Track,Misc Soundtrack,"",0,"C,Am,G,F,C,Am,G,F,Am,F,Am,F,G,C,Am,F,Am,F,G,C,C,F,G,C,G,C,F,G,C,G,Am,F,G,C,Am,F,G,C,Am,Em,Am,Em,G,F,Dm,G,F,G,C,C,F,G,C,G,C,F,G,C,G,Am,F,G,C,Am,F,G,C,Am,Em,Am,Em,G,F,Dm,G,F,G,C,C,F,G,F,G,C,F,G,F,G,Am,F,G,C,Am,F,G,C"
1738027,We Dont Have To Take Our Clothes Off,Ella Eyre,Ab,3,"F,G,Am,Em,F,G,Am,F,G,Am,Em,F,Am,G,Em,F,G,Am,Em,F,Am,G,Em,F,G,Am,Em,F,Am,G,Em,F,G,Am,Em,F,Am,G,Em,Bb,C,Dm,Em,F,F,G,Am,F,G,Am,Em,F,G,Am,Dm,C,G,F,G,Am,Em,F,Am,G,Em,F,G,Am,Em,F,Am,G,Em,Bb,C,Dm,Em,F,F,G,Am,F,G,Am,Em,F,G,Am,F,C,G,F,G,Am,F,G,Am,Em,F,G,Am,Dm,C,G,F,G,Am,F,G,Am,Em,F,G,Am,F,C,G,F,G,Am,F,G,Am,Em,F,G,Am,F,C,G,F,G,Am,F,G,Am,Em,F,G,Am,Dm,C,G"
1738854,Even When It Hurts,Hillsong United,Am,0,"Am,C,C,G,C,F,Am,C,C,G,C,F,Am,C,F,C,G,Am,C,F,G,C,F,Am,F,C,G,Am,F,C,G,Am,F,C,G,F,F,Am,G,F,F,C,G,F,F,Am,G,F,F,F,Am,C,F,C,G,Am,C,F,G,F,Am,F,C,G,Am,F,C,G,Am,F,C,G,F,F,Am,G,F,F,C,G,F,F,Am,G,F,F,F,F,Am,Em,F,F,C,G,G,F,Am,G,Dm,F,C,G,G,F,Am,G,F,F,C,G,F,Am,G,D5,F,C,G,F,Am,Em,F,F,C,G,F,Am,G,D5,F,C,G,F,Am,G,F,F,C,G,F,F,Am,G,F,F,Am,F,C,G,Am,F,C,G,Am,F,C,G,F,Am,C,F,C,G,C,F"
1739328,Waiting For Love,Avicii,F#m,2,"Em,Bm,C,D,Em,Em,Bm,C,C,D,Em,Em,Bm,C,C,D,Em,Em,Bm,C,C,D,Em,Em,Bm,C,C,D,Em,C,Em,C,D,Em,C,D,Em,C,Bm,Am,Em,Em,Bm,Am,D,C,Em,C,D,Em,C,D,Em,C,Bm,Am,Em,Am,Em,Am,D,C,Em,Bm,C,C,D,Em,Em,Bm,C,C,D,Em,C,Em,C,D,Em,C,D,Em,C,Bm,Am,Em,Em,Bm,Am,D,C,Em,C,D,Em,C,D,Em,C,Bm,Am,Em,Em,Bm,Am,D,C"
1739429,Kenanglah Aku,Naff,C,0,"C,Am,Dm,C,G,C,G,Am,Dm,Am,G,C,Am,Dm,F,G,C,Am,Dm,F,G,F,G,Am,Dm,F,G,F,G,C,Dm,G,C,F,G,Am,Dm,G,F,Em,Dm,G,C,F,Em,Dm,G,C,Am,Dm,F,G,C,Am,Dm,F,G,F,G,Am,Dm,F,G,F,G,C,Dm,G,C,F,G,Am,Dm,G,F,G,C,Dm,G,C,F,G,Am,Dm,G,F,Em,Dm,G,C"
1740383,Idfc,blackbear,"",0,"Em,G,C,Am,Em,G,C,Am,Em,G,C,Am,Em,G,C,Am,Em,G,Em,G,C,Am,Em,G,C,Am,Em,G,C,Am,Em,G,C,Am,Em,G,C,Am,Em,G,C,Am,Am,C,Am,Em,D,Em,G,C,Am,Em,G,C,Am,Em,G,C,Am,Am,C,Am,Em,D,C,Am,Em,D,G,Em,G,C,Am,Em,G,Am,C,Am,Em,D,C,Am,Em,D"
1741042,Tennessee Whiskey,Chris Stapleton,A,0,"A,Bm,D,A,A,A,A,A,Bm,Bm,D,Bm,A,A,A,A,Bm,Bm,D,Bm,A,A,A,A,A,Bm,Bm,D,Bm,A,A,A,Bm,D,Bm,A,A,A,A,Bm,Bm,D,Bm,A,A,A,A,Bm,Bm,D,Bm,A,E,D,A,A,Bm,Bm,D,Bm,A,A,A,Bm,Bm,D,Bm,A,A,A,A,Bm,Bm,D,Bm,A,A,A,A,Bm,Bm,D,Bm,A,A,A,A,A,Bm,Bm,D,Bm,A,A,A,Bm,Bm,D,Bm,A,A,A,A,A,Bm,D,Bm,A,A,A,A,A,Bm,D,Bm,A"
1741228,Marvin Gaye,Charlie Puth,"",4,"C,Am,F,G,C,G,Am,F,E,E7,Am,D,D7,C,Am,F,G,C,G,C,Am,F,G,C,G,C,Am,F,G,C,E,E7,Am,D,D7,C,Am,F,G,C,C,Am,F,G,C,G,C,Am,F,G,C,Am,F,G,C"
1741557,All Time Low,Jon Bellion,"",0,"F,G,Am,C,F,G,Am,C,F,G,Am,C,F,G,Am,C,F,G,Am,C,Em,F,G,Am,C,Em,F,G,Am,C,Em,F,F,G,Am,C,Em,F,G,Am,C,Em,F,G,Am,C,Em,F,G,Am,C,Em,F,G,Am,C,F,G,Am,C,F,G,Am,C,F,G,Am,C,F,G,Am,C,Em,F,G,Am,C,Em,F,G,Am,C,Em,F,F,G,Am,C,Em,F,G,Am,C,Em,F,G,Am,C,Em,F,G,Am,C,Em,F,G,Am,C,Em,F,G,Am,C,Em,F,G,Am,C,F,G,Am,C,F,G,Am,C,Em,F,G,Am,C,Em,F,G,Am,C,Em,F,G,Am,C,F,G,Am,C,Em,F,G,Am,C,Em,F,G,Am,C,Em,F,G,Am,C,Em"
1741853,The Old Rugged Cross,Alan Jackson,G,0,"G,D7,G,G,C,D7,G,G,C,D,G,D,G,C,G,D,G,G7,C,Am7,G,D,G,D,G,C,D,G,G,C,D,G,D,G,C,G,D,G,G7,C,Am7,G,D,G,D,G,G7,C,Am7,G,D,C,G"
1741863,Burning House,Cam,"",0,"Am,C,F,Am,C,F,G,Am,G,C,F,C,F,C,G,Am,C,F,Am,F,C,G,Am,G,C,F,C,F,C,G,F,Am,C,F,F,Am,C,F,C,G,Am,C,F,C,G,Am,C,F,F,C,G,Am,C,F,Am,F,C,G,Am,G,C,F,C,F,C,G,F,Am,C,F,F,Am,C,F,C,G,Am,C,F,C,G,Am,C,F,F,C,G,C,F,F,G,F,G,F,G,C,G,Am,C,F,C,G,Am,C,F,F,G,C,Am,F,G"
1742104,The Hills,The Weeknd,"",1,"Em,Em,Em,Em,Bm,A,G,A,Em,G,A,Bm,A,G,A,Em,G,Bm,A,G,A,Em,F#m,G,Bm,A,G,A,Em,F#m,G,Bm,A,G,A,Em,G,A,Bm,A,G,Em,A,G,Bm,A,G,A,Em,F#m,G,Bm,A,G,A,Em,F#m,G,Bm,A,Em,G,Bm,A,Em,G,Bm,A,G,A,Em,F#m,G,Bm,A,G,A,Em,F#m,G"
1743130,Reality,Lost Frequencies,"",4,"C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F"
1743431,Stayin Alive,Bee Gees,Fm,0,"Em,A,Em,Em,D,Em,Em,D,Em,A,A,A,A,Em,Em,Em,Em,Em,Em,Em,Em,D,Em,Bm7,Em,Em,D,Em,Em,D,Em,A,A,A,A,Em,Em,Em,Em,Em,Em,Em,Em,D,Em,Bm7,Em,A,Em,A,A,Em,Em,D,Em,Em,D,Em,A,A,A,A,Em,Em,Em,Em,Em,Em,Em,Em,D,Em,Bm7,Em,A,Em,A,Em,Em"
1744555,Africa,Toto,A,2,"G,Bm,G,Bm,G,Bm,G,Bm,A,C#m,F#m,G,Bm,F#m,G,Bm,A,C#m,F#m,G,Bm,F#m,G,Bm,A,C#m,F#m,G,Bm,F#m,G,Bm,A,C#m,F#m,G,Bm,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,Bm,D,Em,D,G,Bm,G,Bm,A,C#m,F#m,G,Bm,F#m,G,Bm,A,C#m,F#m,G,Bm,F#m,G,Bm,A,C#m,F#m,G,Bm,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,Bm,D,Em,D,G,Bm,G,Bm,A,C#m,F#m,A,G,Bm,F#m,G,Bm,A,C#m,F#m,G,Bm,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,Bm,D,Em,D,G,Bm,G,Bm,G,Bm,G,Bm,G,Bm"
1744791,Cant Feel My Face,The Weeknd,Am,0,"G,F,Am,G,F,Am,G,F,Am,G,F,Am,G,F,Am,G,F,Am,G,F,Am,G,F,Am,G,F,Am,G,F,Am,G,F,Am,G,F,Am,G,F,Am,G,F,Am,G,F,Am,G,F,Am,Am,G,F,Am,G,F,Am,G,F,Am,G,F,Am,G,F,Am,G,F,Am,G,F,Am"
1745457,Chop Suey,System Of A Down,"",0,"Gm,C6,F,Eb,Gm,F#,A,Cm,Gm,Gm,F#,F#,Gm,Gm,F#,F#,Gm,Gm,F#,F#,Gm,Gm,F#,Gm,Cm,F,Eb,Gm,Cm,F,Eb,Gm,F#,A,Cm,Gm,F#,A,Cm,Gm,Gm,Gm,Gm,F#,F#,Gm,Gm,F#,F#,Gm,Gm,F#,F#,Gm,Gm,F#,Gm,Cm,F,Eb,Gm,Cm,F,Eb,Gm,Cm,F,Eb,Gm,Cm,F,Eb,Gm,Gm,F#,A,Cm,Gm,F#,A,Cm,Gm,F#,A,Cm,Gm,F#,A,Cm,Gm,F#,A,Cm,Gm,Eb,Bb,Eb,Gm,Eb,Bb,Eb,Gm,Eb,Bb,Eb,Gm,Eb,Bb,Eb,Gm,Eb,Bb,Eb,Gm,Eb,Bb,Eb,Gm"
1746234,I Was Made For Loving You,Tori Kelly,"",2,"F,C,G,Am,Am,F,C,G,C,C,C,G,C,Am,F,C,G,C,G,C,Am,F,C,Dm,F,Dm,F,G,F,C,G,C,F,C,G,Am7,F,C,G,Am7,F,C,G,C,C,G,C,Am,F,C,G,C,G,C,Am,F,C,Dm,F,Dm,F,G,F,C,G,C,F,C,G,Am7,F,C,G,Am7,F,C,G,C,F,G,Am,F,G,Am,F,G,Am,D7,F,C,G,C,F,C,G,C,F,C,G,Am7,F,C,G,Am7,F,C,G,C"
1746390,Francis Forever,Mitski,C#,0,"D,F#m,D,Bm,A,F#m,D,Bm,A,F#m,D,Bm,A,D,F#m,G,A,D,G,A,D,F#m,G,G,A,D,F#m,G,A,D,F#m,G,G,A,F#m,F#m,D,F#m,D,G,D,Bm,D,Bm,D,A,D,F#m,D,F#m,D,G,D,Bm,D,Bm,D,A,F#m,D,Bm,A,F#m,D,Bm,A,F#m,D,Bm,A,D,F#m,G,A,D,G,A,D,F#m,G,G,A,D,F#m,G,A,D,F#m,G,G,A,E,G,A,D,F#m,G,G,A,D,F#m,G,A,D,F#m,G,G,A,F#m,F#m,D,F#m,D,G,D,Bm,D,Bm,D,A,D,F#m,D,F#m,D,G,D,Bm,D,Bm,D,A,D"
